t_b,theta_b,se_b
-0.27220642017197916,77.73333333333333,5.3880678704786575
0.5094965090150398,82.13333333333334,5.757317825403907
8.482957451567092,98.13333333333334,2.2319260047491714
-1.1741293911674564,71.0,6.9838980794498235
0.28840665263332144,81.4,7.628118075338173
0.6157662626183082,83.2,6.495971349569492
0.9576032918701098,83.73333333333333,4.734041091776292
-0.25986180244392276,77.4,6.926758696628438
0.3272681068223077,81.0,5.500077650332523
1.609120815309059,87.46666666666667,5.137380977250565
-0.40653178784288513,76.86666666666666,5.739608569638118
0.88905604194125,85.6,7.1986463148325655
1.3012167333928448,86.8,5.840687262131546
0.5294265859936549,82.46666666666667,6.170197630962625
0.09031447155465545,79.66666666666667,5.167130567599799
0.14243660447147988,80.06666666666666,6.08457825769223
0.8558524093493953,82.93333333333334,4.362122829298764
0.4849336193319347,81.53333333333333,4.811655122092469
0.6398633397387347,82.66666666666667,5.417823543511919
-0.7841990665870711,73.26666666666667,7.566106089817099
2.218728439485241,91.73333333333333,5.6488811836031445
0.0642675410639347,79.53333333333333,5.186651423332593
0.346253504657418,82.06666666666666,8.27909790978995
-0.058658050749615324,78.8,6.819183298596308
-2.1455701607140414,65.66666666666667,6.30756969924929
-1.2449883996432591,71.13333333333334,6.4793107060098585
-0.06747031864149286,78.73333333333333,6.916621650274287
0.6133996987421374,83.0,6.1949818491799835
0.3409541807667146,80.8,4.692712658346166
0.010757577645158665,79.26666666666667,6.197182011201167
1.6960045205588763,88.33333333333333,5.385205771930181
-0.5672602052730453,75.0,7.4040095902344465
1.6533604326907945,87.26666666666667,4.87895228842414
4.466934341219924,95.93333333333334,3.746044167007716
0.9947615623520082,85.8,6.634755754328714
0.5296333499768582,82.93333333333334,7.048901534422772
-0.35961355331103895,77.0,6.117678212470353
1.7446815666173945,86.06666666666666,3.9357707435287654
1.2504727227902812,83.8,3.678608830215549
1.031658166106449,86.33333333333333,6.914435001522883
-0.8904153347502229,72.73333333333333,7.262528411508846
2.4900145110192717,90.06666666666666,4.364097726570466
0.7103227526058737,83.93333333333334,6.663637502767228
-0.3748691521366839,76.26666666666667,7.824952564418472
1.1116972444269015,84.73333333333333,4.977374335569097
0.6368904996367739,82.66666666666667,5.443112542334614
1.6222555287960065,86.73333333333333,4.64374027371901
1.2017886820971166,84.8,4.659721033674598
-0.8944222623506399,73.4,6.4846328676535245
3.2640174652920786,89.4,3.1249832785705625
-0.05974133065434048,78.86666666666666,5.579610123885153
1.9647450442618584,88.6,4.7843357729559886
-0.7028429509570663,74.06666666666666,7.303670508956843
-0.5372902569415009,75.2,7.444765558880212
