t_b,theta_b,se_b
-1.994619925678554,69.86666666666666,4.679254033902325
-1.314567895999058,72.26666666666667,5.274229923334664
0.5303102567887067,81.66666666666667,4.65136518686925
-1.5021760362262493,72.93333333333334,4.171725893331187
-1.0694299250784745,75.93333333333334,3.0545869252975546
0.3780350052351377,80.86666666666666,4.408762796000875
1.1361265010339876,85.06666666666666,5.163744232114493
0.1224756709737913,79.86666666666666,5.44325792515423
-2.1277429108793147,67.8,5.357790145468659
0.3163027805519671,80.93333333333334,5.47998133405144
0.22434304498605426,80.2,4.457459334485617
0.9169264310175756,82.6,3.7080401273053
-0.3705443859638955,78.06666666666666,3.0585629583489458
-2.104273755453511,68.93333333333334,4.87895961257854
-0.44947358296384504,77.2,4.449649714254425
-0.42472048699431875,76.73333333333333,5.807741190265799
-0.4092562158544848,78.2,2.44345708448701
-0.5758221552479084,76.8,4.1679535567135675
-1.2238577758852573,73.86666666666666,4.3578048351864656
-0.4995331097815392,76.73333333333333,4.937944289109088
-1.1124131535667259,74.4,4.314943584233755
0.21485049082140484,80.26666666666667,4.964692715332669
-1.1244069603017164,75.46666666666667,3.320268786251146
-1.4839352310885925,69.4,6.604061817988411
-0.3063385514890513,77.73333333333333,4.7877312846766324
-1.0731749274287872,73.66666666666667,5.1560404477493655
0.15206706521757887,79.8,3.9456275370444174
1.5006039869643457,85.6,4.264949350792355
-0.2901228444574595,77.73333333333333,5.055329818682067
0.7266761770971358,82.06666666666666,3.9449024985492027
0.08628541030209201,79.73333333333333,6.1810372282649375
-1.3649919594564865,73.46666666666667,4.200268941962283
1.3837818187057456,85.53333333333333,4.576829416111945
0.2898556891166582,80.26666666666667,3.679992170991599
0.7766809222196597,83.26666666666667,5.235955397288037
0.10740696935134611,79.66666666666667,4.344845306454354
-0.2439046377486809,78.06666666666666,4.646624778414879
0.9539885311612928,82.8,3.7736302716529715
1.5280075423108326,83.6,2.8795669380962665
-0.3465571825424965,77.53333333333333,4.809211150781105
-1.5961586927836,72.53333333333333,4.176694145016628
0.5323318796560929,81.0,3.381349246193712
1.3783159383414592,85.06666666666666,4.256401963780591
-2.459421755790422,67.13333333333334,4.906302320151917
-0.9577845224952569,75.33333333333333,4.037094540422382
-0.1762020391329804,78.33333333333333,4.918596123695158
-0.1850498127314047,78.4,4.3231602788010575
-1.7998573788596377,70.66666666666667,4.741116398200344
-1.0754728030374394,73.6,5.207012194249831
0.7292961864623382,82.46666666666667,4.4792043717005985
0.6162365255390948,80.93333333333334,2.8127727933961677
0.024440956377973208,79.33333333333333,5.45532389450616
0.3209395321783845,80.8,4.985362785132675
-0.15652942791766253,78.33333333333333,5.536765055594167
-0.6082977361426046,75.06666666666666,6.7949181589002965
1.661128897451901,87.0,4.695601895773934
0.5048270807466196,81.33333333333333,4.225869440637421
1.5951525705600331,83.46666666666667,2.6747702667518003
-0.7562326951885506,74.6,6.0827838167630155
-2.1632418973729632,69.86666666666666,4.31451209625133
-0.8581334680915523,73.8,6.2927274145469845
0.8100335202351963,82.86666666666666,4.526561648463685
4.080145439416467e-15,79.2,3.4829284706170687
-2.2562812082275325,69.26666666666667,4.402524515610647
0.7850184385056325,81.6,3.0572530303474976
-1.568349531829021,70.46666666666667,5.568486588030183
-1.0716862616079743,73.46666666666667,5.3498244203774155
-0.8571346026142208,74.93333333333334,4.977825715650162
0.3023945332255612,80.66666666666667,4.850175864696176
-0.3739697957756027,77.86666666666666,3.565350326135386
-0.27368529769258476,78.2,3.653831639590773
-1.5401400629444784,73.13333333333334,3.9390356842404604
-1.1944009300624256,74.33333333333333,4.074567043758332
-0.5855475444373995,76.53333333333333,4.554142002642705
-2.397308291628199,69.46666666666667,4.060109151302628
0.07933487355205812,79.6,5.041918920278267
-0.09870611862928191,78.73333333333333,4.727839298588468
0.7990811731707796,82.8,4.505174343821784
-1.6720127753526846,70.0,5.502350302353039
-0.688158197674668,76.0,4.6500935552508125
0.09274772346878918,79.4,2.1563871599211777
1.4654590479944696,86.13333333333334,4.731168259407762
0.6889906556141578,82.93333333333334,5.418554377933472
-0.3569080800971892,77.46666666666667,4.856525895578823
0.26623868700310926,80.4,4.507233766466114
-0.10243878017442741,78.73333333333333,4.555566416078351
-1.5164501876570933,73.26666666666667,3.9126463774588522
-0.7213455601541198,76.06666666666666,4.343734135777963
4.8343971465916124e-15,79.2,2.9395298491811044
-2.0358848991139933,70.4,4.32244475305539
0.6077702006617861,82.46666666666667,5.374838488477531
1.3279045330435302,83.6,3.313491211537094
0.4898082398021922,82.0,5.716522860315262
