t_b,theta_b,se_b
-0.7933712659750022,74.73333333333333,5.629982907406419
-0.31259398042303843,77.33333333333333,5.971537468957241
-0.07986559415119987,78.66666666666667,6.677886003372388
-0.08321799406719836,78.73333333333333,5.607761541209729
1.2158029411235203,82.46666666666667,2.6868389244460635
0.18410912494830786,80.13333333333334,5.069457223238676
3.391102016788038,92.73333333333333,3.9908363907470292
0.12245429638254327,79.86666666666666,5.444208054440379
0.6378888836784333,84.2,7.838355751188429
-0.6273162206565842,75.8,5.419914052981703
0.7122849353874889,82.66666666666667,4.866966145761299
1.8013975465094667,86.13333333333334,3.848863537517267
-0.7059945962608083,74.6,6.515630607320773
-0.31154021774159396,77.6,5.135773517777757
-1.1715657978995468,71.2,6.828468374838923
-0.030119214394822184,79.0,6.640279436849149
-1.5467362239807712,69.93333333333334,5.99110987574689
0.7601398062410739,83.06666666666666,5.0867835560244075
-0.33150825939548406,77.26666666666667,5.831931116463941
0.37143219802331345,81.6,6.4614753722814475
0.06505450807514943,79.53333333333333,5.123908291617301
-0.7963130061153096,75.53333333333333,4.604554538866476
1.5195732197562055,86.66666666666667,4.913660341990369
0.1820509862390804,80.2,5.492966671912195
-0.7831372426860546,75.26666666666667,5.0225338790459295
-0.7710679501605678,74.46666666666667,6.138672126558556
-0.31971469045544015,76.86666666666666,7.298173662303246
-1.4559975204873434,70.86666666666666,5.723452970266076
-2.297110151950686,66.8,5.398086804618412
-0.31179017865892056,77.53333333333333,5.34547519692687
-0.13919244149665766,78.46666666666667,5.268485310324333
0.3527567141575551,81.46666666666667,6.425580508311167
0.9966933430140613,85.26666666666667,6.086793605263488
0.4551217184728519,82.06666666666666,6.298681320429386
1.3053361824168952,84.26666666666667,3.8815032747238267
-0.7365196263896429,74.6,6.245590524924375
-0.3609722385816885,77.6,4.432473827590241
-0.8557364870261471,73.26666666666667,6.93359862912101
-0.03369501239414383,79.0,5.935596570213711
-0.032377616665945706,79.0,6.17710692122517
-0.5173985540286384,75.8,6.571336493939639
-0.5195165426330062,76.2,5.774599562884811
1.58578480363443,86.66666666666667,4.708499318163455
1.2143064971804118,85.86666666666666,5.490102113549173
0.8606058395947738,84.2,5.809860646953456
-0.16991145999611018,77.93333333333334,7.454863060417758
-0.5994318510691788,75.46666666666667,6.2281197214901844
0.11269127894950037,79.73333333333333,4.732693943178557
-1.6649249496128333,66.73333333333333,7.487825003502825
0.902348509212854,83.13333333333334,4.358995768458151
-1.9369459476417563,69.13333333333334,5.197185124821308
0.676993929563364,83.2,5.908472477116399
0.57984529199452,82.06666666666666,4.9438474473183565
0.8673577423273664,82.86666666666666,4.227398324511368
0.5679893937470561,82.0,4.929669516411676
-1.4921463052350297,69.26666666666667,6.6570773244442085
1.3515383899389115,87.93333333333334,6.461772302100933
0.011131671378200909,79.26666666666667,5.988917962241506
0.16193214627000455,80.2,6.175426084531858
-0.35362761235308005,77.0,6.221233645644716
-0.40209745586049,76.06666666666666,7.7924724159917425
0.09520906018003394,79.8,6.3019212548201695
0.5236542603884271,81.53333333333333,4.455866226701877
-0.8323531040230283,74.06666666666666,6.167254388218518
-1.454373375279878,68.13333333333334,7.6092335398652295
0.8310121231407718,82.8,4.33206676503584
